concept,prefl,litf
http://vocab.getty.edu/aat/300265545,http://vocab.getty.edu/aat/term/1000513807-nl,aanstekers
http://vocab.getty.edu/aat/300024649,http://vocab.getty.edu/aat/term/1000476906-nl,lucifers
http://vocab.getty.edu/aat/300298928,http://vocab.getty.edu/aat/term/1000637512-nl,poken (uitrusting)
http://vocab.getty.edu/aat/300231458,http://vocab.getty.edu/aat/term/1000505944-nl,montageframes (inlijst- en monteeruitrusting)
http://vocab.getty.edu/aat/300236006,http://vocab.getty.edu/aat/term/1000507135-nl,passe-partouts (benodigdheden voor inlijsten en monteren)
http://vocab.getty.edu/aat/300238969,http://vocab.getty.edu/aat/term/1000507686-nl,buigtangen: gereedschap voor inlijsten en monteren
http://vocab.getty.edu/aat/300131087,http://vocab.getty.edu/aat/term/1000407493-nl,opzetkarton (benodigdheden voor inlijsten en monteren)
http://vocab.getty.edu/aat/300231557,http://vocab.getty.edu/aat/term/1000505946-nl,spanklemmen
http://vocab.getty.edu/aat/300022630,http://vocab.getty.edu/aat/term/1000475642-nl,spanramen
http://vocab.getty.edu/aat/300251460,http://vocab.getty.edu/aat/term/1000508968-nl,balken (leerlooiersbenodigdheden)
http://vocab.getty.edu/aat/300248661,http://vocab.getty.edu/aat/term/1000508529-nl,gereedschap om te ontvlezen
http://vocab.getty.edu/aat/300024736,http://vocab.getty.edu/aat/term/1000477003-nl,klemmen
http://vocab.getty.edu/aat/300024743,http://vocab.getty.edu/aat/term/1000477006-nl,pincetten
http://vocab.getty.edu/aat/300024744,http://vocab.getty.edu/aat/term/1000477008-nl,buigtangen
http://vocab.getty.edu/aat/300024748,http://vocab.getty.edu/aat/term/1000477012-nl,tangen
http://vocab.getty.edu/aat/300024749,http://vocab.getty.edu/aat/term/1000477014-nl,veertangen
http://vocab.getty.edu/aat/300024750,http://vocab.getty.edu/aat/term/1000477016-nl,spanschroeven
http://vocab.getty.edu/aat/300193182,http://vocab.getty.edu/aat/term/1000497374-nl,episcopen
http://vocab.getty.edu/aat/300233201,http://vocab.getty.edu/aat/term/1000506470-nl,beeldprojecterende benodigdheden
http://vocab.getty.edu/aat/300047515,http://vocab.getty.edu/aat/term/1000484603-nl,ledenpoppen
http://vocab.getty.edu/aat/300167850,http://vocab.getty.edu/aat/term/1000494654-nl,schildersuitrusting
http://vocab.getty.edu/aat/300022633,http://vocab.getty.edu/aat/term/1000475644-nl,fotografische uitrusting
http://vocab.getty.edu/aat/300022777,http://vocab.getty.edu/aat/term/1000475770-nl,sjablonen (uitrusting)
http://vocab.getty.edu/aat/300228824,http://vocab.getty.edu/aat/term/1000505730-nl,sneeuwruimers
http://vocab.getty.edu/aat/300256924,http://vocab.getty.edu/aat/term/1000510109-nl,straatveegmachines
http://vocab.getty.edu/aat/300248755,http://vocab.getty.edu/aat/term/1000508551-nl,waterbaden
http://vocab.getty.edu/aat/300162800,http://vocab.getty.edu/aat/term/1000493997-nl,onderhoudsmachinerie
http://vocab.getty.edu/aat/300162799,http://vocab.getty.edu/aat/term/1000493995-nl,onderhoudsgereedschappen
http://vocab.getty.edu/aat/300161516,http://vocab.getty.edu/aat/term/1000493808-nl,brandijzers
http://vocab.getty.edu/aat/300022474,http://vocab.getty.edu/aat/term/1000475526-nl,perforatiewielen
http://vocab.getty.edu/aat/300022524,http://vocab.getty.edu/aat/term/1000475583-nl,strooizakken
http://vocab.getty.edu/aat/300024790,http://vocab.getty.edu/aat/term/1000477059-nl,ponstangen (merkgereedschap)
http://vocab.getty.edu/aat/300023200,http://vocab.getty.edu/aat/term/1000023200-nl,scorers
http://vocab.getty.edu/aat/300022479,http://vocab.getty.edu/aat/term/1000475530-nl,kraspennen
http://vocab.getty.edu/aat/300374905,http://vocab.getty.edu/aat/term/1000640153-nl,adenotomen
http://vocab.getty.edu/aat/300391141,http://vocab.getty.edu/aat/term/1000586626-nl,doopspuiten
http://vocab.getty.edu/aat/300259182,http://vocab.getty.edu/aat/term/1000510357-nl,zwachtels
http://vocab.getty.edu/aat/300262816,http://vocab.getty.edu/aat/term/1000511130-nl,laatkoppen
http://vocab.getty.edu/aat/300247524,http://vocab.getty.edu/aat/term/1000508263-nl,verbanden
http://vocab.getty.edu/aat/300247540,http://vocab.getty.edu/aat/term/1000247540-nl,tourniquets (medisch)
http://vocab.getty.edu/aat/300023063,http://vocab.getty.edu/aat/term/1000023063-nl,mixers (machinerie)
http://vocab.getty.edu/aat/300209579,http://vocab.getty.edu/aat/term/1000501349-nl,schoepen (menggereedschap)
http://vocab.getty.edu/aat/300266530,http://vocab.getty.edu/aat/term/1000637196-nl,gaaswalsen
http://vocab.getty.edu/aat/300024663,http://vocab.getty.edu/aat/term/1000476912-nl,priemen
http://vocab.getty.edu/aat/300024789,http://vocab.getty.edu/aat/term/1000477057-nl,naalden
http://vocab.getty.edu/aat/300236688,http://vocab.getty.edu/aat/term/1000507376-nl,stiletto's (ponsgereedschap)
http://vocab.getty.edu/aat/300024602,http://vocab.getty.edu/aat/term/1000024602-nl,compressors
http://vocab.getty.edu/aat/300024603,http://vocab.getty.edu/aat/term/1000476870-nl,machines (motoren)
http://vocab.getty.edu/aat/300024606,http://vocab.getty.edu/aat/term/1000476876-nl,dynamo's
http://vocab.getty.edu/aat/300024609,http://vocab.getty.edu/aat/term/1000476880-nl,motoren
http://vocab.getty.edu/aat/300007654,http://vocab.getty.edu/aat/term/1000468178-nl,kernreactoren
http://vocab.getty.edu/aat/300185694,http://vocab.getty.edu/aat/term/1000496323-nl,zeilen (doeken)
http://vocab.getty.edu/aat/300126368,http://vocab.getty.edu/aat/term/1000491469-nl,zonnecollectoren
http://vocab.getty.edu/aat/300024611,http://vocab.getty.edu/aat/term/1000476884-nl,tredmolens
http://vocab.getty.edu/aat/300024612,http://vocab.getty.edu/aat/term/1000024612-nl,turbines
http://vocab.getty.edu/aat/300024617,http://vocab.getty.edu/aat/term/1000476896-nl,schepraderen
http://vocab.getty.edu/aat/300247478,http://vocab.getty.edu/aat/term/1000508244-nl,autoclaven
http://vocab.getty.edu/aat/300198591,http://vocab.getty.edu/aat/term/1000498837-nl,snelkookpannen
http://vocab.getty.edu/aat/300073003,http://vocab.getty.edu/aat/term/1000488662-nl,asbestgordijnen
http://vocab.getty.edu/aat/300262799,http://vocab.getty.edu/aat/term/1000511105-nl,wippertoestellen
http://vocab.getty.edu/aat/300024795,http://vocab.getty.edu/aat/term/1000477061-nl,brandbestrijdingsuitrusting
http://vocab.getty.edu/aat/300247399,http://vocab.getty.edu/aat/term/1000508218-nl,reddingsmiddelen
http://vocab.getty.edu/aat/300263225,http://vocab.getty.edu/aat/term/1000511641-nl,lijnkanonnen
http://vocab.getty.edu/aat/300251219,http://vocab.getty.edu/aat/term/1000251219-nl,parachutes
http://vocab.getty.edu/aat/300024801,http://vocab.getty.edu/aat/term/1000477070-nl,beademingsapparaten
http://vocab.getty.edu/aat/300024803,http://vocab.getty.edu/aat/term/1000477072-nl,veiligheidsgordels
http://vocab.getty.edu/aat/300216958,http://vocab.getty.edu/aat/term/1000503740-nl,treeften
http://vocab.getty.edu/aat/300024235,http://vocab.getty.edu/aat/term/1000024235-nl,chincing irons
http://vocab.getty.edu/aat/300024696,http://vocab.getty.edu/aat/term/1000476949-nl,breekijzers
http://vocab.getty.edu/aat/300024236,http://vocab.getty.edu/aat/term/1000610287-nl,lisijzers
http://vocab.getty.edu/aat/300158845,http://vocab.getty.edu/aat/term/1000611230-nl,spijkerklauwen
http://vocab.getty.edu/aat/300024830,http://vocab.getty.edu/aat/term/1000477105-nl,houwelen
http://vocab.getty.edu/aat/300024711,http://vocab.getty.edu/aat/term/1000476965-nl,nietjestrekkers
http://vocab.getty.edu/aat/300157134,http://vocab.getty.edu/aat/term/1000493674-nl,spijkertrekkers
http://vocab.getty.edu/aat/300235760,http://vocab.getty.edu/aat/term/1000507099-nl,boekenleggers
http://vocab.getty.edu/aat/300265597,http://vocab.getty.edu/aat/term/1000513849-nl,hectografen (reprografische apparatuur)
http://vocab.getty.edu/aat/300265595,http://vocab.getty.edu/aat/term/1000513847-nl,mimeografen
http://vocab.getty.edu/aat/300265598,http://vocab.getty.edu/aat/term/1000513850-nl,fotokopieerapparaten
http://vocab.getty.edu/aat/300262806,http://vocab.getty.edu/aat/term/1000511114-nl,scheepsboeien (ketens)
http://vocab.getty.edu/aat/300264748,http://vocab.getty.edu/aat/term/1000513073-nl,schandborden
http://vocab.getty.edu/aat/300247514,http://vocab.getty.edu/aat/term/1000508252-nl,ketens
http://vocab.getty.edu/aat/300257169,http://vocab.getty.edu/aat/term/1000510158-nl,lichtpistolen
http://vocab.getty.edu/aat/300248599,http://vocab.getty.edu/aat/term/1000508493-nl,signaallichten
http://vocab.getty.edu/aat/300003915,http://vocab.getty.edu/aat/term/1000465343-nl,verkeerslichten
http://vocab.getty.edu/aat/300024823,http://vocab.getty.edu/aat/term/1000477095-nl,hamers (gereedschap)
http://vocab.getty.edu/aat/300024854,http://vocab.getty.edu/aat/term/1000477116-nl,hamerstenen
http://vocab.getty.edu/aat/300024825,http://vocab.getty.edu/aat/term/1000477099-nl,houten hamers (gereedschap)
http://vocab.getty.edu/aat/300024826,http://vocab.getty.edu/aat/term/1000477101-nl,sleggen
http://vocab.getty.edu/aat/300263647,http://vocab.getty.edu/aat/term/1000512160-nl,balken (steunmiddelen)
http://vocab.getty.edu/aat/300266883,http://vocab.getty.edu/aat/term/1000637466-nl,galgen
http://vocab.getty.edu/aat/300162082,http://vocab.getty.edu/aat/term/1000493930-nl,bokken (steunmiddelen)
http://vocab.getty.edu/aat/300022376,http://vocab.getty.edu/aat/term/1000022376-nl,ladders
http://vocab.getty.edu/aat/300022259,http://vocab.getty.edu/aat/term/1000475291-nl,steigers (bouw)
http://vocab.getty.edu/aat/300213053,http://vocab.getty.edu/aat/term/1000503045-nl,tuigages
http://vocab.getty.edu/aat/300204666,http://vocab.getty.edu/aat/term/1000204666-nl,powder testers
http://vocab.getty.edu/aat/300023536,http://vocab.getty.edu/aat/term/1000476197-nl,zadelmakershamers
http://vocab.getty.edu/aat/300023540,http://vocab.getty.edu/aat/term/1000476199-nl,naalden: stoffering
http://vocab.getty.edu/aat/300023547,http://vocab.getty.edu/aat/term/1000476203-nl,singelspanners
http://vocab.getty.edu/aat/300228482,http://vocab.getty.edu/aat/term/1000505679-nl,bankautomaten
http://vocab.getty.edu/aat/300264019,http://vocab.getty.edu/aat/term/1000512526-nl,kassa's
http://vocab.getty.edu/aat/300041572,http://vocab.getty.edu/aat/term/1000482924-nl,landmeetinstrumenten
http://vocab.getty.edu/aat/300236137,http://vocab.getty.edu/aat/term/1000507189-nl,dirigeerstokken
http://vocab.getty.edu/aat/300024518,http://vocab.getty.edu/aat/term/1000476786-nl,akoestische uitrusting
http://vocab.getty.edu/aat/300024579,http://vocab.getty.edu/aat/term/1000476851-nl,meteorologische instrumenten
http://vocab.getty.edu/aat/300024585,http://vocab.getty.edu/aat/term/1000476853-nl,optische instrumenten
http://vocab.getty.edu/aat/300122283,http://vocab.getty.edu/aat/term/1000491221-nl,wetenschappelijke instrumenten
http://vocab.getty.edu/aat/300343530,http://vocab.getty.edu/aat/term/1000460924-nl,bats (kleigereedschap)
http://vocab.getty.edu/aat/300233469,http://vocab.getty.edu/aat/term/1000233469-nl,dods
http://vocab.getty.edu/aat/300265754,http://vocab.getty.edu/aat/term/1000513954-nl,proenen
http://vocab.getty.edu/aat/300265181,http://vocab.getty.edu/aat/term/1000306393-nl,ribs
http://vocab.getty.edu/aat/300233468,http://vocab.getty.edu/aat/term/1000506563-nl,kapsels (kleibewerkingsgereedschap)
http://vocab.getty.edu/aat/300233443,http://vocab.getty.edu/aat/term/1000506555-nl,ringeloren
http://vocab.getty.edu/aat/300022830,http://vocab.getty.edu/aat/term/1000022830-nl,buggies (equipment)
http://vocab.getty.edu/aat/300022839,http://vocab.getty.edu/aat/term/1000022839-nl,drop chutes
http://vocab.getty.edu/aat/300022850,http://vocab.getty.edu/aat/term/1000475792-nl,glasblazerspijpen
http://vocab.getty.edu/aat/300022853,http://vocab.getty.edu/aat/term/1000475794-nl,hechtijzers
http://vocab.getty.edu/aat/300022860,http://vocab.getty.edu/aat/term/1000475799-nl,glasblazersstenen
http://vocab.getty.edu/aat/300022863,http://vocab.getty.edu/aat/term/1000475801-nl,ponteerstaven
http://vocab.getty.edu/aat/300233444,http://vocab.getty.edu/aat/term/1000233444-nl,snap cases
http://vocab.getty.edu/aat/300022974,http://vocab.getty.edu/aat/term/1000022974-nl,angle paddles
http://vocab.getty.edu/aat/300022975,http://vocab.getty.edu/aat/term/1000475814-nl,hoekschaven
http://vocab.getty.edu/aat/300022976,http://vocab.getty.edu/aat/term/1000022976-nl,angle plows
http://vocab.getty.edu/aat/300022986,http://vocab.getty.edu/aat/term/1000022986-nl,badgers
http://vocab.getty.edu/aat/300022988,http://vocab.getty.edu/aat/term/1000475825-nl,gipsmessen
http://vocab.getty.edu/aat/300022992,http://vocab.getty.edu/aat/term/1000022992-nl,browning brushes
http://vocab.getty.edu/aat/300023057,http://vocab.getty.edu/aat/term/1000610154-nl,elastische plamuurmessen
http://vocab.getty.edu/aat/300023023,http://vocab.getty.edu/aat/term/1000475855-nl,afreilatten
http://vocab.getty.edu/aat/300023027,http://vocab.getty.edu/aat/term/1000475858-nl,strijkborden
http://vocab.getty.edu/aat/300023142,http://vocab.getty.edu/aat/term/1000023142-nl,groovers
http://vocab.getty.edu/aat/300023050,http://vocab.getty.edu/aat/term/1000475879-nl,pleisterspanen
http://vocab.getty.edu/aat/300022351,http://vocab.getty.edu/aat/term/1000475397-nl,kalkbakken
http://vocab.getty.edu/aat/300023064,http://vocab.getty.edu/aat/term/1000023064-nl,jiffler mixers
http://vocab.getty.edu/aat/300023055,http://vocab.getty.edu/aat/term/1000610152-nl,voegijzers (metselspeciebewerkingsuitrusting)
http://vocab.getty.edu/aat/300023066,http://vocab.getty.edu/aat/term/1000475890-nl,kneedtroggen
http://vocab.getty.edu/aat/300023074,http://vocab.getty.edu/aat/term/1000475896-nl,pleisterspuiters
http://vocab.getty.edu/aat/300023059,http://vocab.getty.edu/aat/term/1000610155-nl,gipsmessen
http://vocab.getty.edu/aat/300161760,http://vocab.getty.edu/aat/term/1000493871-nl,plamuurmessen
http://vocab.getty.edu/aat/300023075,http://vocab.getty.edu/aat/term/1000023075-nl,rabs
http://vocab.getty.edu/aat/300023076,http://vocab.getty.edu/aat/term/1000023076-nl,radius tools
http://vocab.getty.edu/aat/300023071,http://vocab.getty.edu/aat/term/1000610157-nl,voegrollers
http://vocab.getty.edu/aat/300023081,http://vocab.getty.edu/aat/term/1000475901-nl,krabbers
http://vocab.getty.edu/aat/300023093,http://vocab.getty.edu/aat/term/1000475913-nl,troffels
http://vocab.getty.edu/aat/300023106,http://vocab.getty.edu/aat/term/1000475926-nl,gietgereedschappen
http://vocab.getty.edu/aat/300263646,http://vocab.getty.edu/aat/term/1000512159-nl,vergulduitrusting
http://vocab.getty.edu/aat/300023406,http://vocab.getty.edu/aat/term/1000476168-nl,splitshoorns
http://vocab.getty.edu/aat/300023413,http://vocab.getty.edu/aat/term/1000023413-nl,peg awls
http://vocab.getty.edu/aat/300023408,http://vocab.getty.edu/aat/term/1000476170-nl,messen: rietwerk
http://vocab.getty.edu/aat/300023417,http://vocab.getty.edu/aat/term/1000023417-nl,side cutters
http://vocab.getty.edu/aat/300023418,http://vocab.getty.edu/aat/term/1000023418-nl,spline chisels
http://vocab.getty.edu/aat/300022990,http://vocab.getty.edu/aat/term/1000475829-nl,metselprofielen
http://vocab.getty.edu/aat/300023015,http://vocab.getty.edu/aat/term/1000475843-nl,kloofhamers
http://vocab.getty.edu/aat/300023022,http://vocab.getty.edu/aat/term/1000023022-nl,dummies (slaghamers)
http://vocab.getty.edu/aat/300023024,http://vocab.getty.edu/aat/term/1000475857-nl,vlakke spies (gereedschap)
http://vocab.getty.edu/aat/300023035,http://vocab.getty.edu/aat/term/1000475868-nl,drijfstenen
http://vocab.getty.edu/aat/300023060,http://vocab.getty.edu/aat/term/1000475884-nl,steenbouten
http://vocab.getty.edu/aat/300023067,http://vocab.getty.edu/aat/term/1000023067-nl,mud spoons
http://vocab.getty.edu/aat/300023072,http://vocab.getty.edu/aat/term/1000475894-nl,kaphamers
http://vocab.getty.edu/aat/300023090,http://vocab.getty.edu/aat/term/1000475911-nl,afreibalken
http://vocab.getty.edu/aat/300022977,http://vocab.getty.edu/aat/term/1000475816-nl,bijlen: steen en metselwerkuitrusting
http://vocab.getty.edu/aat/300022994,http://vocab.getty.edu/aat/term/1000475832-nl,beitels: steen en metselwerkuitrusting
http://vocab.getty.edu/aat/300023017,http://vocab.getty.edu/aat/term/1000475845-nl,boren: uitrustingen voor steen en metselwerk
http://vocab.getty.edu/aat/300023038,http://vocab.getty.edu/aat/term/1000475870-nl,hamers: uitrusting voor steen en metselwerk
http://vocab.getty.edu/aat/300023077,http://vocab.getty.edu/aat/term/1000475898-nl,zagen: steen en metselwerkuitrusting
http://vocab.getty.edu/aat/300239965,http://vocab.getty.edu/aat/term/1000507832-nl,kammen (textielbewerkingsuitrusting)
http://vocab.getty.edu/aat/300263795,http://vocab.getty.edu/aat/term/1000612209-nl,spinrokkens
http://vocab.getty.edu/aat/300254640,http://vocab.getty.edu/aat/term/1000509622-nl,breischeien
http://vocab.getty.edu/aat/300247545,http://vocab.getty.edu/aat/term/1000508273-nl,naaigerei
http://vocab.getty.edu/aat/300265738,http://vocab.getty.edu/aat/term/1000612337-nl,spintollen (textielbewerkingsuitrusting)
http://vocab.getty.edu/aat/300207720,http://vocab.getty.edu/aat/term/1000501107-nl,spinmachines
http://vocab.getty.edu/aat/300263278,http://vocab.getty.edu/aat/term/1000511722-nl,spinnewielen
http://vocab.getty.edu/aat/300263302,http://vocab.getty.edu/aat/term/1000511748-nl,haspels
http://vocab.getty.edu/aat/300023433,http://vocab.getty.edu/aat/term/1000609660-nl,zwingelmessen
http://vocab.getty.edu/aat/300207734,http://vocab.getty.edu/aat/term/1000501109-nl,waterframes
http://vocab.getty.edu/aat/300238075,http://vocab.getty.edu/aat/term/1000507646-nl,gaufreertangen
http://vocab.getty.edu/aat/300162902,http://vocab.getty.edu/aat/term/1000494031-nl,houtbewerkingsmachines
http://vocab.getty.edu/aat/300163324,http://vocab.getty.edu/aat/term/1000494124-nl,houtbewerkingsgereedschappen
http://vocab.getty.edu/aat/300022925,http://vocab.getty.edu/aat/term/1000609273-nl,leesten
http://vocab.getty.edu/aat/300161432,http://vocab.getty.edu/aat/term/1000586650-nl,elzen
http://vocab.getty.edu/aat/300261160,http://vocab.getty.edu/aat/term/1000510606-nl,bloedprikkers
http://vocab.getty.edu/aat/300262986,http://vocab.getty.edu/aat/term/1000262986-nl,ikula
http://vocab.getty.edu/aat/300263495,http://vocab.getty.edu/aat/term/1000511991-nl,oshe shango
http://vocab.getty.edu/aat/300264047,http://vocab.getty.edu/aat/term/1000264047-nl,sono
http://vocab.getty.edu/aat/300262987,http://vocab.getty.edu/aat/term/1000262987-nl,afena
http://vocab.getty.edu/aat/300204571,http://vocab.getty.edu/aat/term/1000500542-nl,draagzwaarden
http://vocab.getty.edu/aat/300211872,http://vocab.getty.edu/aat/term/1000502520-nl,hofzwaarden
http://vocab.getty.edu/aat/300204570,http://vocab.getty.edu/aat/term/1000500538-nl,staatsiezwaarden
http://vocab.getty.edu/aat/300210977,http://vocab.getty.edu/aat/term/1000502051-nl,schichten (pijlen)
http://vocab.getty.edu/aat/300036983,http://vocab.getty.edu/aat/term/1000481241-nl,strijdbijlen
http://vocab.getty.edu/aat/300037109,http://vocab.getty.edu/aat/term/1000037109-nl,tomahawks
http://vocab.getty.edu/aat/300203743,http://vocab.getty.edu/aat/term/1000203744-nl,guisarmes
http://vocab.getty.edu/aat/300037010,http://vocab.getty.edu/aat/term/1000481282-nl,hellebaarden
http://vocab.getty.edu/aat/300036987,http://vocab.getty.edu/aat/term/1000036987-nl,pollaxes
http://vocab.getty.edu/aat/300204446,http://vocab.getty.edu/aat/term/1000500513-nl,integrale bajonetten
http://vocab.getty.edu/aat/300036991,http://vocab.getty.edu/aat/term/1000481252-nl,dolkbajonetten
http://vocab.getty.edu/aat/300036992,http://vocab.getty.edu/aat/term/1000481254-nl,plugbajonetten
http://vocab.getty.edu/aat/300036993,http://vocab.getty.edu/aat/term/1000481256-nl,sokkelbajonetten
http://vocab.getty.edu/aat/300036994,http://vocab.getty.edu/aat/term/1000481260-nl,sabelbajonetten
http://vocab.getty.edu/aat/300037005,http://vocab.getty.edu/aat/term/1000481278-nl,banderilla's
http://vocab.getty.edu/aat/300253069,http://vocab.getty.edu/aat/term/1000253069-nl,arm daggers
http://vocab.getty.edu/aat/300037067,http://vocab.getty.edu/aat/term/1000481333-nl,klootdolken
http://vocab.getty.edu/aat/300037062,http://vocab.getty.edu/aat/term/1000228775-nl,basilards
http://vocab.getty.edu/aat/300037063,http://vocab.getty.edu/aat/term/1000037063-nl,cinquedeas
http://vocab.getty.edu/aat/300037065,http://vocab.getty.edu/aat/term/1000481331-nl,oordolken
http://vocab.getty.edu/aat/300037069,http://vocab.getty.edu/aat/term/1000481335-nl,Landsknechtdolken
http://vocab.getty.edu/aat/300037070,http://vocab.getty.edu/aat/term/1000481337-nl,pareerdolken
http://vocab.getty.edu/aat/300037036,http://vocab.getty.edu/aat/term/1000481305-nl,ponjaards
http://vocab.getty.edu/aat/300037073,http://vocab.getty.edu/aat/term/1000481339-nl,stilleto's
http://vocab.getty.edu/aat/300201608,http://vocab.getty.edu/aat/term/1000499850-nl,stormdolken
http://vocab.getty.edu/aat/300037212,http://vocab.getty.edu/aat/term/1000481457-nl,boksbeugels
http://vocab.getty.edu/aat/300250816,http://vocab.getty.edu/aat/term/1000250816-nl,fighting bracelets
http://vocab.getty.edu/aat/300250825,http://vocab.getty.edu/aat/term/1000508837-nl,vingermessen
http://vocab.getty.edu/aat/300036996,http://vocab.getty.edu/aat/term/1000481262-nl,paardenschenders
http://vocab.getty.edu/aat/300299144,http://vocab.getty.edu/aat/term/1000536863-nl,brandistocks
http://vocab.getty.edu/aat/300203739,http://vocab.getty.edu/aat/term/1000500305-nl,corsesce
http://vocab.getty.edu/aat/300203741,http://vocab.getty.edu/aat/term/1000500309-nl,gleves
http://vocab.getty.edu/aat/300230429,http://vocab.getty.edu/aat/term/1000505850-nl,officierspieken
http://vocab.getty.edu/aat/300037038,http://vocab.getty.edu/aat/term/1000481307-nl,speren
http://vocab.getty.edu/aat/300248683,http://vocab.getty.edu/aat/term/1000508535-nl,stootmessen
http://vocab.getty.edu/aat/300266867,http://vocab.getty.edu/aat/term/1000643454-nl,messen: culinaire gereedschappen
http://vocab.getty.edu/aat/300265488,http://vocab.getty.edu/aat/term/1000308150-nl,erasing knives
http://vocab.getty.edu/aat/300023726,http://vocab.getty.edu/aat/term/1000476305-nl,kloofijzers
http://vocab.getty.edu/aat/300263648,http://vocab.getty.edu/aat/term/1000512162-nl,goudmessen
http://vocab.getty.edu/aat/300266866,http://vocab.getty.edu/aat/term/1000637461-nl,messen: wapens
http://vocab.getty.edu/aat/300193187,http://vocab.getty.edu/aat/term/1000497376-nl,schildersmessen
http://vocab.getty.edu/aat/300259185,http://vocab.getty.edu/aat/term/1000510358-nl,briefopeners (snijgereedschap)
http://vocab.getty.edu/aat/300022600,http://vocab.getty.edu/aat/term/1000475626-nl,paletmessen
http://vocab.getty.edu/aat/300379230,http://vocab.getty.edu/aat/term/1000581696-nl,slichtmanen
http://vocab.getty.edu/aat/300161528,http://vocab.getty.edu/aat/term/1000493812-nl,zakmessen
http://vocab.getty.edu/aat/300024472,http://vocab.getty.edu/aat/term/1000610302-nl,ritsmessen
http://vocab.getty.edu/aat/300262233,http://vocab.getty.edu/aat/term/1000262233-nl,scalpels
http://vocab.getty.edu/aat/300022745,http://vocab.getty.edu/aat/term/1000475744-nl,stencilmessen
http://vocab.getty.edu/aat/300024669,http://vocab.getty.edu/aat/term/1000476920-nl,stanleymessen
http://vocab.getty.edu/aat/300023782,http://vocab.getty.edu/aat/term/1000476333-nl,messen: houtbewerkingsgereedschap
http://vocab.getty.edu/aat/300204022,http://vocab.getty.edu/aat/term/1000500396-nl,vliegtuigbommen
http://vocab.getty.edu/aat/300201722,http://vocab.getty.edu/aat/term/1000499922-nl,dieptebommen
http://vocab.getty.edu/aat/300204021,http://vocab.getty.edu/aat/term/1000500394-nl,kernbommen
http://vocab.getty.edu/aat/300204038,http://vocab.getty.edu/aat/term/1000500416-nl,scherfgranaten
http://vocab.getty.edu/aat/300204036,http://vocab.getty.edu/aat/term/1000500412-nl,antitankgranaten
http://vocab.getty.edu/aat/300221681,http://vocab.getty.edu/aat/term/1000504364-nl,handgranaten
http://vocab.getty.edu/aat/300221682,http://vocab.getty.edu/aat/term/1000504366-nl,geweergranaten
http://vocab.getty.edu/aat/300204034,http://vocab.getty.edu/aat/term/1000500409-nl,rookgranaten
http://vocab.getty.edu/aat/300204033,http://vocab.getty.edu/aat/term/1000500405-nl,traangasgranaten
http://vocab.getty.edu/aat/300204047,http://vocab.getty.edu/aat/term/1000500428-nl,landmijnen
http://vocab.getty.edu/aat/300204053,http://vocab.getty.edu/aat/term/1000500432-nl,zeemijnen
http://vocab.getty.edu/aat/300212148,http://vocab.getty.edu/aat/term/1000502587-nl,wapenstokken (ambtssymbolen)
http://vocab.getty.edu/aat/300037208,http://vocab.getty.edu/aat/term/1000037208-nl,knobkerries
http://vocab.getty.edu/aat/300037214,http://vocab.getty.edu/aat/term/1000481459-nl,goedendags
http://vocab.getty.edu/aat/300375731,http://vocab.getty.edu/aat/term/1000640975-nl,wapenstokken (ordehandhaving)
http://vocab.getty.edu/aat/300247659,http://vocab.getty.edu/aat/term/1000508318-nl,politieknuppels
http://vocab.getty.edu/aat/300201656,http://vocab.getty.edu/aat/term/1000201656-nl,shillelaghs
http://vocab.getty.edu/aat/300037148,http://vocab.getty.edu/aat/term/1000481401-nl,vuurwapens
http://vocab.getty.edu/aat/300208803,http://vocab.getty.edu/aat/term/1000501186-nl,raketten
http://vocab.getty.edu/aat/300204157,http://vocab.getty.edu/aat/term/1000500483-nl,luchtdoelgranaten
http://vocab.getty.edu/aat/300204159,http://vocab.getty.edu/aat/term/1000500487-nl,pantserdoorborende granaten
http://vocab.getty.edu/aat/300201712,http://vocab.getty.edu/aat/term/1000499912-nl,karkassen
http://vocab.getty.edu/aat/300201696,http://vocab.getty.edu/aat/term/1000499900-nl,pantserdoorborende kogels
http://vocab.getty.edu/aat/300227408,http://vocab.getty.edu/aat/term/1000505358-nl,standaardprojectielen
http://vocab.getty.edu/aat/300201700,http://vocab.getty.edu/aat/term/1000499902-nl,expansiekogels
http://vocab.getty.edu/aat/300201702,http://vocab.getty.edu/aat/term/1000499904-nl,brandkogels
http://vocab.getty.edu/aat/300201704,http://vocab.getty.edu/aat/term/1000499906-nl,Minié-kogels
http://vocab.getty.edu/aat/300201706,http://vocab.getty.edu/aat/term/1000499908-nl,lichtspoorkogels
http://vocab.getty.edu/aat/300201714,http://vocab.getty.edu/aat/term/1000499914-nl,hulsloze patronen
http://vocab.getty.edu/aat/300201716,http://vocab.getty.edu/aat/term/1000499916-nl,centraalvuurpatronen
http://vocab.getty.edu/aat/300201718,http://vocab.getty.edu/aat/term/1000499918-nl,exercitiepatronen
http://vocab.getty.edu/aat/300204134,http://vocab.getty.edu/aat/term/1000500472-nl,penvuurpatronen
http://vocab.getty.edu/aat/300201720,http://vocab.getty.edu/aat/term/1000499920-nl,randvuurpatronen
http://vocab.getty.edu/aat/300195806,http://vocab.getty.edu/aat/term/1000497988-nl,meetinstrumenten voor het meten van hoeken
