concept,prefl,litf
http://vocab.getty.edu/aat/300023797,http://vocab.getty.edu/aat/term/1000023797-nl,spoke lathes
http://vocab.getty.edu/aat/300158157,http://vocab.getty.edu/aat/term/1000493727-nl,wieldraaibanken
http://vocab.getty.edu/aat/300023971,http://vocab.getty.edu/aat/term/1000476478-nl,houtzaagmolens met zaagramen
http://vocab.getty.edu/aat/300161912,http://vocab.getty.edu/aat/term/1000493913-nl,raamzagen
http://vocab.getty.edu/aat/300023974,http://vocab.getty.edu/aat/term/1000610257-nl,schudzagen
http://vocab.getty.edu/aat/300023975,http://vocab.getty.edu/aat/term/1000476480-nl,zaagmolens (mechanische)
http://vocab.getty.edu/aat/300024446,http://vocab.getty.edu/aat/term/1000670719-nl,schilschoppen
http://vocab.getty.edu/aat/300023635,http://vocab.getty.edu/aat/term/1000476252-nl,booromslagen
http://vocab.getty.edu/aat/300161505,http://vocab.getty.edu/aat/term/1000493805-nl,borstplankjes
http://vocab.getty.edu/aat/300023752,http://vocab.getty.edu/aat/term/1000476309-nl,fretboren
http://vocab.getty.edu/aat/300023767,http://vocab.getty.edu/aat/term/1000476323-nl,hamerbijlen
http://vocab.getty.edu/aat/300023776,http://vocab.getty.edu/aat/term/1000476331-nl,bergboren (gereedschap)
http://vocab.getty.edu/aat/300023801,http://vocab.getty.edu/aat/term/1000476346-nl,schaven
http://vocab.getty.edu/aat/300023958,http://vocab.getty.edu/aat/term/1000476458-nl,bovenfrezen
http://vocab.getty.edu/aat/300024084,http://vocab.getty.edu/aat/term/1000476558-nl,emmerschaven
http://vocab.getty.edu/aat/300161586,http://vocab.getty.edu/aat/term/1000493833-nl,draadsnijblokken
http://vocab.getty.edu/aat/300024099,http://vocab.getty.edu/aat/term/1000476579-nl,spookschaven (afwerkingsereedschap)
http://vocab.getty.edu/aat/300024101,http://vocab.getty.edu/aat/term/1000476584-nl,wiggen
http://vocab.getty.edu/aat/300161338,http://vocab.getty.edu/aat/term/1000493774-nl,stoothaken
http://vocab.getty.edu/aat/300024111,http://vocab.getty.edu/aat/term/1000024111-nl,brad pushers
http://vocab.getty.edu/aat/300024115,http://vocab.getty.edu/aat/term/1000024115-nl,cauls (tools)
http://vocab.getty.edu/aat/300024149,http://vocab.getty.edu/aat/term/1000476621-nl,klampen
http://vocab.getty.edu/aat/300024157,http://vocab.getty.edu/aat/term/1000024157-nl,door jacks
http://vocab.getty.edu/aat/300024153,http://vocab.getty.edu/aat/term/1000476625-nl,bevestigingsmiddelen (gereedschappen)
http://vocab.getty.edu/aat/300024470,http://vocab.getty.edu/aat/term/1000476770-nl,velhevels
http://vocab.getty.edu/aat/300024474,http://vocab.getty.edu/aat/term/1000024474-nl,raft shackles
http://vocab.getty.edu/aat/300024224,http://vocab.getty.edu/aat/term/1000476674-nl,bankschroeven: houtbewerkingsgereedschap
http://vocab.getty.edu/aat/300228716,http://vocab.getty.edu/aat/term/1000505714-nl,francisca's
http://vocab.getty.edu/aat/300251704,http://vocab.getty.edu/aat/term/1000509023-nl,assagaaien
http://vocab.getty.edu/aat/300037029,http://vocab.getty.edu/aat/term/1000481297-nl,lansen
http://vocab.getty.edu/aat/300037033,http://vocab.getty.edu/aat/term/1000481301-nl,pieken
http://vocab.getty.edu/aat/300037044,http://vocab.getty.edu/aat/term/1000481311-nl,vissperen
http://vocab.getty.edu/aat/300204480,http://vocab.getty.edu/aat/term/1000500517-nl,jachtsperen
http://vocab.getty.edu/aat/300262885,http://vocab.getty.edu/aat/term/1000511219-nl,stootsperen
http://vocab.getty.edu/aat/300037053,http://vocab.getty.edu/aat/term/1000037053-nl,claymores
http://vocab.getty.edu/aat/300260775,http://vocab.getty.edu/aat/term/1000510550-nl,schiavona’s
http://vocab.getty.edu/aat/300210982,http://vocab.getty.edu/aat/term/1000502055-nl,sierhartvangers
http://vocab.getty.edu/aat/300037095,http://vocab.getty.edu/aat/term/1000037095-nl,estocs
http://vocab.getty.edu/aat/300037106,http://vocab.getty.edu/aat/term/1000037106-nl,boar-spear swords
http://vocab.getty.edu/aat/300199921,http://vocab.getty.edu/aat/term/1000499383-nl,broodmessen
http://vocab.getty.edu/aat/300043120,http://vocab.getty.edu/aat/term/1000483925-nl,botermessen
http://vocab.getty.edu/aat/300043121,http://vocab.getty.edu/aat/term/1000483927-nl,cakemessen
http://vocab.getty.edu/aat/300199842,http://vocab.getty.edu/aat/term/1000499339-nl,kaasmessen (serveergerei)
http://vocab.getty.edu/aat/300043128,http://vocab.getty.edu/aat/term/1000483940-nl,roomijsmessen
http://vocab.getty.edu/aat/300199838,http://vocab.getty.edu/aat/term/1000499335-nl,botermesjes
http://vocab.getty.edu/aat/300043123,http://vocab.getty.edu/aat/term/1000483932-nl,dessertmessen
http://vocab.getty.edu/aat/300043126,http://vocab.getty.edu/aat/term/1000483936-nl,vismessen
http://vocab.getty.edu/aat/300043127,http://vocab.getty.edu/aat/term/1000483938-nl,fruitmessen
http://vocab.getty.edu/aat/300043130,http://vocab.getty.edu/aat/term/1000483942-nl,steakmessen
http://vocab.getty.edu/aat/300043124,http://vocab.getty.edu/aat/term/1000483934-nl,tafelmessen
http://vocab.getty.edu/aat/300264716,http://vocab.getty.edu/aat/term/1000513047-nl,mesgeld
http://vocab.getty.edu/aat/300023709,http://vocab.getty.edu/aat/term/1000476295-nl,kuiperstrekmessen (recht)
http://vocab.getty.edu/aat/300024459,http://vocab.getty.edu/aat/term/1000476755-nl,schilhaalmessen
http://vocab.getty.edu/aat/300023710,http://vocab.getty.edu/aat/term/1000610223-nl,ronde haalmessen
http://vocab.getty.edu/aat/300023713,http://vocab.getty.edu/aat/term/1000476297-nl,trekmessen
http://vocab.getty.edu/aat/300023716,http://vocab.getty.edu/aat/term/1000476299-nl,krooshaalmessen
http://vocab.getty.edu/aat/300023718,http://vocab.getty.edu/aat/term/1000023718-nl,mast drawknives
http://vocab.getty.edu/aat/300220593,http://vocab.getty.edu/aat/term/1000504110-nl,luchtbuksen
http://vocab.getty.edu/aat/300203837,http://vocab.getty.edu/aat/term/1000203837-nl,bellows guns
http://vocab.getty.edu/aat/300203838,http://vocab.getty.edu/aat/term/1000500326-nl,pompbuksen
http://vocab.getty.edu/aat/300203839,http://vocab.getty.edu/aat/term/1000500328-nl,veerdrukwapens
http://vocab.getty.edu/aat/300214308,http://vocab.getty.edu/aat/term/1000611686-nl,composietbogen
http://vocab.getty.edu/aat/300037000,http://vocab.getty.edu/aat/term/1000481272-nl,kruisbogen (wapens)
http://vocab.getty.edu/aat/300037001,http://vocab.getty.edu/aat/term/1000610526-nl,lange bogen
http://vocab.getty.edu/aat/300214311,http://vocab.getty.edu/aat/term/1000611688-nl,eenvoudige bogen
http://vocab.getty.edu/aat/300213473,http://vocab.getty.edu/aat/term/1000213473-nl,fundae
http://vocab.getty.edu/aat/300227045,http://vocab.getty.edu/aat/term/1000227045-nl,atlatls
http://vocab.getty.edu/aat/300024242,http://vocab.getty.edu/aat/term/1000476682-nl,timmermanswaterpassen
http://vocab.getty.edu/aat/300023062,http://vocab.getty.edu/aat/term/1000475886-nl,metselaarswaterpassen
http://vocab.getty.edu/aat/300022525,http://vocab.getty.edu/aat/term/1000475585-nl,gradenbogen
http://vocab.getty.edu/aat/300195973,http://vocab.getty.edu/aat/term/1000498080-nl,clinografen
http://vocab.getty.edu/aat/300195974,http://vocab.getty.edu/aat/term/1000195974-nl,clinometers
http://vocab.getty.edu/aat/300198639,http://vocab.getty.edu/aat/term/1000198639-nl,inclinometers
http://vocab.getty.edu/aat/300200381,http://vocab.getty.edu/aat/term/1000499532-nl,kwadranten (meetinstrumenten)
http://vocab.getty.edu/aat/300197664,http://vocab.getty.edu/aat/term/1000498606-nl,rolbandmaten
http://vocab.getty.edu/aat/300196086,http://vocab.getty.edu/aat/term/1000498123-nl,dubbele krompassers
http://vocab.getty.edu/aat/300198641,http://vocab.getty.edu/aat/term/1000498860-nl,binnenpassers
http://vocab.getty.edu/aat/300200003,http://vocab.getty.edu/aat/term/1000499420-nl,buitenpassers
http://vocab.getty.edu/aat/300201693,http://vocab.getty.edu/aat/term/1000499896-nl,schuifpassers
http://vocab.getty.edu/aat/300195785,http://vocab.getty.edu/aat/term/1000195785-nl,apertometers
http://vocab.getty.edu/aat/300196134,http://vocab.getty.edu/aat/term/1000196134-nl,eriometers
http://vocab.getty.edu/aat/300201609,http://vocab.getty.edu/aat/term/1000499852-nl,ringkalibers
http://vocab.getty.edu/aat/300022505,http://vocab.getty.edu/aat/term/1000475560-nl,reductiepassers
http://vocab.getty.edu/aat/300022506,http://vocab.getty.edu/aat/term/1000475562-nl,boogpassers
http://vocab.getty.edu/aat/300198990,http://vocab.getty.edu/aat/term/1000198990-nl,micrometers
http://vocab.getty.edu/aat/300200005,http://vocab.getty.edu/aat/term/1000499422-nl,pachometers
http://vocab.getty.edu/aat/300195813,http://vocab.getty.edu/aat/term/1000195813-nl,bathometers
http://vocab.getty.edu/aat/300196056,http://vocab.getty.edu/aat/term/1000498113-nl,dieptemeters
http://vocab.getty.edu/aat/300203449,http://vocab.getty.edu/aat/term/1000500185-nl,sondeertoestellen
http://vocab.getty.edu/aat/300195768,http://vocab.getty.edu/aat/term/1000497945-nl,hoogtemeters
http://vocab.getty.edu/aat/300195949,http://vocab.getty.edu/aat/term/1000195949-nl,cathetometers
http://vocab.getty.edu/aat/300195954,http://vocab.getty.edu/aat/term/1000498064-nl,wolkhoogtemeters
http://vocab.getty.edu/aat/300225648,http://vocab.getty.edu/aat/term/1000225648-nl,dumpy levels
http://vocab.getty.edu/aat/300198646,http://vocab.getty.edu/aat/term/1000498864-nl,ionosfeerpeilers voor verticale inval
http://vocab.getty.edu/aat/300198676,http://vocab.getty.edu/aat/term/1000498876-nl,niveaulatten
http://vocab.getty.edu/aat/300197095,http://vocab.getty.edu/aat/term/1000498394-nl,profilometers
http://vocab.getty.edu/aat/300225154,http://vocab.getty.edu/aat/term/1000225154-nl,story rods
http://vocab.getty.edu/aat/300204877,http://vocab.getty.edu/aat/term/1000611530-nl,getijmeters (meetinstrumenten voor hoogte)
http://vocab.getty.edu/aat/300201675,http://vocab.getty.edu/aat/term/1000499874-nl,scleroscopen
http://vocab.getty.edu/aat/300198979,http://vocab.getty.edu/aat/term/1000499165-nl,massaspectrografen
http://vocab.getty.edu/aat/300198980,http://vocab.getty.edu/aat/term/1000499167-nl,massaspectrometers
http://vocab.getty.edu/aat/300266657,http://vocab.getty.edu/aat/term/1000509802-nl,eetlepels
http://vocab.getty.edu/aat/300043180,http://vocab.getty.edu/aat/term/1000483979-nl,theelepels
http://vocab.getty.edu/aat/300201543,http://vocab.getty.edu/aat/term/1000499824-nl,regenmeters
http://vocab.getty.edu/aat/300198626,http://vocab.getty.edu/aat/term/1000498844-nl,uurglazen
http://vocab.getty.edu/aat/300235978,http://vocab.getty.edu/aat/term/1000507128-nl,equatoriale zonnewijzers
http://vocab.getty.edu/aat/300196260,http://vocab.getty.edu/aat/term/1000498170-nl,actinografen
http://vocab.getty.edu/aat/300200380,http://vocab.getty.edu/aat/term/1000200380-nl,pyrheliometers
http://vocab.getty.edu/aat/300195863,http://vocab.getty.edu/aat/term/1000195863-nl,bolometers
http://vocab.getty.edu/aat/300201522,http://vocab.getty.edu/aat/term/1000201522-nl,radiomicrometers
http://vocab.getty.edu/aat/300197524,http://vocab.getty.edu/aat/term/1000498509-nl,gasmeters
http://vocab.getty.edu/aat/300200028,http://vocab.getty.edu/aat/term/1000200028-nl,Parshall flumes
http://vocab.getty.edu/aat/300200056,http://vocab.getty.edu/aat/term/1000499455-nl,pitotbuizen
http://vocab.getty.edu/aat/300199017,http://vocab.getty.edu/aat/term/1000199017-nl,rotameters
http://vocab.getty.edu/aat/300199678,http://vocab.getty.edu/aat/term/1000209375-nl,watermeters
http://vocab.getty.edu/aat/300199040,http://vocab.getty.edu/aat/term/1000499215-nl,seismografen
http://vocab.getty.edu/aat/300195781,http://vocab.getty.edu/aat/term/1000497961-nl,aneroïdebarometers
http://vocab.getty.edu/aat/300195809,http://vocab.getty.edu/aat/term/1000497994-nl,barografen
http://vocab.getty.edu/aat/300198985,http://vocab.getty.edu/aat/term/1000499179-nl,kwikbarometers
http://vocab.getty.edu/aat/300195805,http://vocab.getty.edu/aat/term/1000497986-nl,balansen (meetinstrumenten)
http://vocab.getty.edu/aat/300196050,http://vocab.getty.edu/aat/term/1000196050-nl,cylinder scales
http://vocab.getty.edu/aat/300195850,http://vocab.getty.edu/aat/term/1000195850-nl,desemers
http://vocab.getty.edu/aat/300224847,http://vocab.getty.edu/aat/term/1000504893-nl,wijzerbascules
http://vocab.getty.edu/aat/300206540,http://vocab.getty.edu/aat/term/1000500874-nl,bascules
http://vocab.getty.edu/aat/300203455,http://vocab.getty.edu/aat/term/1000500197-nl,veerunsters
http://vocab.getty.edu/aat/300207749,http://vocab.getty.edu/aat/term/1000501114-nl,unsters
http://vocab.getty.edu/aat/300199012,http://vocab.getty.edu/aat/term/1000499206-nl,weerstandsthermometers
http://vocab.getty.edu/aat/300201812,http://vocab.getty.edu/aat/term/1000499967-nl,afstandsthermometers
http://vocab.getty.edu/aat/300204870,http://vocab.getty.edu/aat/term/1000500616-nl,thermografen
http://vocab.getty.edu/aat/300204873,http://vocab.getty.edu/aat/term/1000500622-nl,thermoscopen
http://vocab.getty.edu/aat/300199644,http://vocab.getty.edu/aat/term/1000499245-nl,natte thermometers
http://vocab.getty.edu/aat/300195969,http://vocab.getty.edu/aat/term/1000195969-nl,chronothermometers
http://vocab.getty.edu/aat/300198984,http://vocab.getty.edu/aat/term/1000499177-nl,koortsthermometers
http://vocab.getty.edu/aat/300196043,http://vocab.getty.edu/aat/term/1000196043-nl,cryometers
http://vocab.getty.edu/aat/300198648,http://vocab.getty.edu/aat/term/1000198648-nl,katathermometers
http://vocab.getty.edu/aat/300225816,http://vocab.getty.edu/aat/term/1000505104-nl,voetkaarsmeters
http://vocab.getty.edu/aat/300225852,http://vocab.getty.edu/aat/term/1000225852-nl,luxmeters
http://vocab.getty.edu/aat/300172207,http://vocab.getty.edu/aat/term/1000495007-nl,bewegende bibliotheken
http://vocab.getty.edu/aat/300038892,http://vocab.getty.edu/aat/term/1000482126-nl,ladenkabinetten
http://vocab.getty.edu/aat/300038896,http://vocab.getty.edu/aat/term/1000482128-nl,kabinetten op voet
http://vocab.getty.edu/aat/300038976,http://vocab.getty.edu/aat/term/1000482156-nl,hoekkabinetten
http://vocab.getty.edu/aat/300172167,http://vocab.getty.edu/aat/term/1000495001-nl,hangkabinetten
http://vocab.getty.edu/aat/300176753,http://vocab.getty.edu/aat/term/1000495147-nl,meubles à hauteur 'appui
http://vocab.getty.edu/aat/300038949,http://vocab.getty.edu/aat/term/1000038949-nl,meubles d'entre deux
http://vocab.getty.edu/aat/300038908,http://vocab.getty.edu/aat/term/1000038908-nl,bonnetières
http://vocab.getty.edu/aat/300038916,http://vocab.getty.edu/aat/term/1000038916-nl,cartonniers
http://vocab.getty.edu/aat/300038919,http://vocab.getty.edu/aat/term/1000482136-nl,porseleinkasten
http://vocab.getty.edu/aat/300038924,http://vocab.getty.edu/aat/term/1000038924-nl,coquilliers
http://vocab.getty.edu/aat/300170867,http://vocab.getty.edu/aat/term/1000494935-nl,tandkasten
http://vocab.getty.edu/aat/300038936,http://vocab.getty.edu/aat/term/1000482140-nl,opbergkasten
http://vocab.getty.edu/aat/300038937,http://vocab.getty.edu/aat/term/1000482142-nl,geweerkasten
http://vocab.getty.edu/aat/300038939,http://vocab.getty.edu/aat/term/1000482144-nl,Hoosierkasten
http://vocab.getty.edu/aat/300038940,http://vocab.getty.edu/aat/term/1000482146-nl,juweelkasten
http://vocab.getty.edu/aat/300038950,http://vocab.getty.edu/aat/term/1000482150-nl,muziekkasten
http://vocab.getty.edu/aat/300162353,http://vocab.getty.edu/aat/term/1000162353-nl,papeleras
http://vocab.getty.edu/aat/300250532,http://vocab.getty.edu/aat/term/1000508788-nl,radiokasten
http://vocab.getty.edu/aat/300164614,http://vocab.getty.edu/aat/term/1000494391-nl,platenkasten
http://vocab.getty.edu/aat/300174275,http://vocab.getty.edu/aat/term/1000174275-nl,serre papiers
http://vocab.getty.edu/aat/300164516,http://vocab.getty.edu/aat/term/1000494347-nl,kruidenkasten
http://vocab.getty.edu/aat/300170870,http://vocab.getty.edu/aat/term/1000494937-nl,draadkasten
http://vocab.getty.edu/aat/300079633,http://vocab.getty.edu/aat/term/1000489278-nl,tentoonstellingsvitrines
http://vocab.getty.edu/aat/300039121,http://vocab.getty.edu/aat/term/1000482196-nl,armadakisten
http://vocab.getty.edu/aat/300039122,http://vocab.getty.edu/aat/term/1000039122-nl,bahuts
http://vocab.getty.edu/aat/300039124,http://vocab.getty.edu/aat/term/1000039124-nl,trussing coffers
http://vocab.getty.edu/aat/300039044,http://vocab.getty.edu/aat/term/1000039044-nl,commodes à encoignures
http://vocab.getty.edu/aat/300039046,http://vocab.getty.edu/aat/term/1000039046-nl,commodes à la régence
http://vocab.getty.edu/aat/300039047,http://vocab.getty.edu/aat/term/1000039047-nl,commodes à vantaux
http://vocab.getty.edu/aat/300039050,http://vocab.getty.edu/aat/term/1000039050-nl,commodes en console
http://vocab.getty.edu/aat/300174750,http://vocab.getty.edu/aat/term/1000495101-nl,hoekcommodes
http://vocab.getty.edu/aat/300039055,http://vocab.getty.edu/aat/term/1000039055-nl,demi-commodes
http://vocab.getty.edu/aat/300138256,http://vocab.getty.edu/aat/term/1000138256-nl,petites commodes
http://vocab.getty.edu/aat/300136596,http://vocab.getty.edu/aat/term/1000136596-nl,tallboys (meubilair)
http://vocab.getty.edu/aat/300077292,http://vocab.getty.edu/aat/term/1000077292-nl,encoignures
http://vocab.getty.edu/aat/300039221,http://vocab.getty.edu/aat/term/1000482224-nl,spinden
http://vocab.getty.edu/aat/300249926,http://vocab.getty.edu/aat/term/1000249926-nl,jelly cupboards
http://vocab.getty.edu/aat/300038952,http://vocab.getty.edu/aat/term/1000038952-nl,kitchen safes
http://vocab.getty.edu/aat/300039218,http://vocab.getty.edu/aat/term/1000482222-nl,provisiekasten
http://vocab.getty.edu/aat/300164518,http://vocab.getty.edu/aat/term/1000494349-nl,kruidenrekjes
http://vocab.getty.edu/aat/300039253,http://vocab.getty.edu/aat/term/1000039253-nl,clothes presses
http://vocab.getty.edu/aat/300077291,http://vocab.getty.edu/aat/term/1000610995-nl,linnen muurkasten
http://vocab.getty.edu/aat/300039235,http://vocab.getty.edu/aat/term/1000039235-nl,press cupboards
http://vocab.getty.edu/aat/300039236,http://vocab.getty.edu/aat/term/1000039236-nl,tridarns
http://vocab.getty.edu/aat/300038807,http://vocab.getty.edu/aat/term/1000610572-nl,kastbedden (verborgen bedden)
http://vocab.getty.edu/aat/300404188,http://vocab.getty.edu/aat/term/1000642783-nl,antependiumkasten
http://vocab.getty.edu/aat/300164492,http://vocab.getty.edu/aat/term/1000494336-nl,dubbele boekhoudtafels
http://vocab.getty.edu/aat/300039519,http://vocab.getty.edu/aat/term/1000482300-nl,cilinderbureaus
http://vocab.getty.edu/aat/300139388,http://vocab.getty.edu/aat/term/1000493225-nl,bureau-boekenkasten
http://vocab.getty.edu/aat/300039355,http://vocab.getty.edu/aat/term/1000482262-nl,cilinderbureaus en boekenkasten
http://vocab.getty.edu/aat/300077298,http://vocab.getty.edu/aat/term/1000488921-nl,secretaires à abattant
http://vocab.getty.edu/aat/300039526,http://vocab.getty.edu/aat/term/1000482306-nl,schrijfcommodes
http://vocab.getty.edu/aat/300038898,http://vocab.getty.edu/aat/term/1000482130-nl,vargueño's
http://vocab.getty.edu/aat/300174209,http://vocab.getty.edu/aat/term/1000495064-nl,bureaus Mazarins
http://vocab.getty.edu/aat/300143690,http://vocab.getty.edu/aat/term/1000143690-nl,ladies' cabinet dressing tables
http://vocab.getty.edu/aat/300172270,http://vocab.getty.edu/aat/term/1000495013-nl,herensecretaires
http://vocab.getty.edu/aat/300172172,http://vocab.getty.edu/aat/term/1000495003-nl,damessecretaires
http://vocab.getty.edu/aat/300174232,http://vocab.getty.edu/aat/term/1000174232-nl,bureaux debout
http://vocab.getty.edu/aat/300039879,http://vocab.getty.edu/aat/term/1000039879-nl,tables à la tronchin
http://vocab.getty.edu/aat/300159130,http://vocab.getty.edu/aat/term/1000159130-nl,rotary desks
http://vocab.getty.edu/aat/300159126,http://vocab.getty.edu/aat/term/1000493735-nl,Wooton kabinetkantoorsecretaires
http://vocab.getty.edu/aat/300143781,http://vocab.getty.edu/aat/term/1000143781-nl,escritoires
http://vocab.getty.edu/aat/300141681,http://vocab.getty.edu/aat/term/1000141681-nl,bufetillos
http://vocab.getty.edu/aat/300164370,http://vocab.getty.edu/aat/term/1000494305-nl,kamertafels
http://vocab.getty.edu/aat/300175575,http://vocab.getty.edu/aat/term/1000175575-nl,bureaux en pupitre
http://vocab.getty.edu/aat/300039451,http://vocab.getty.edu/aat/term/1000039451-nl,bureaux plats
http://vocab.getty.edu/aat/300039452,http://vocab.getty.edu/aat/term/1000482284-nl,Carlton Housetafels
http://vocab.getty.edu/aat/300077332,http://vocab.getty.edu/aat/term/1000077332-nl,cheverets
http://vocab.getty.edu/aat/300039457,http://vocab.getty.edu/aat/term/1000039457-nl,crofts
http://vocab.getty.edu/aat/300172163,http://vocab.getty.edu/aat/term/1000494999-nl,herenschrijftafels
http://vocab.getty.edu/aat/300077320,http://vocab.getty.edu/aat/term/1000488927-nl,niervormige tafels
http://vocab.getty.edu/aat/300039470,http://vocab.getty.edu/aat/term/1000482288-nl,damesschrijftafels
http://vocab.getty.edu/aat/300039487,http://vocab.getty.edu/aat/term/1000482294-nl,bibliotheektafels
http://vocab.getty.edu/aat/300164628,http://vocab.getty.edu/aat/term/1000164628-nl,rising-top writing tables
http://vocab.getty.edu/aat/300039490,http://vocab.getty.edu/aat/term/1000482296-nl,sofaschrijftafels
http://vocab.getty.edu/aat/300134010,http://vocab.getty.edu/aat/term/1000134010-nl,tables à écrire
http://vocab.getty.edu/aat/300039243,http://vocab.getty.edu/aat/term/1000482233-nl,amoires à deux corps
http://vocab.getty.edu/aat/300198948,http://vocab.getty.edu/aat/term/1000499139-nl,springvormen
http://vocab.getty.edu/aat/300198955,http://vocab.getty.edu/aat/term/1000499151-nl,tulbandvormen
http://vocab.getty.edu/aat/300043027,http://vocab.getty.edu/aat/term/1000483829-nl,strooibussen (tafel)
http://vocab.getty.edu/aat/300043035,http://vocab.getty.edu/aat/term/1000610628-nl,olie- en azijnflesjes
http://vocab.getty.edu/aat/300043086,http://vocab.getty.edu/aat/term/1000610633-nl,pepervaatjes
http://vocab.getty.edu/aat/300261954,http://vocab.getty.edu/aat/term/1000510710-nl,zuurstellen
http://vocab.getty.edu/aat/300043062,http://vocab.getty.edu/aat/term/1000483857-nl,zoutvaten
http://vocab.getty.edu/aat/300043198,http://vocab.getty.edu/aat/term/1000483993-nl,drinkbekers
http://vocab.getty.edu/aat/300215505,http://vocab.getty.edu/aat/term/1000503387-nl,tuitbekers
http://vocab.getty.edu/aat/300245354,http://vocab.getty.edu/aat/term/1000508130-nl,leren bekers (drinkgerei)
http://vocab.getty.edu/aat/300196932,http://vocab.getty.edu/aat/term/1000498355-nl,brandewijnkommen
http://vocab.getty.edu/aat/300216968,http://vocab.getty.edu/aat/term/1000503754-nl,cantaro's
http://vocab.getty.edu/aat/300194762,http://vocab.getty.edu/aat/term/1000497697-nl,miskelken
http://vocab.getty.edu/aat/300197310,http://vocab.getty.edu/aat/term/1000498453-nl,avondmaalskelken
http://vocab.getty.edu/aat/300043230,http://vocab.getty.edu/aat/term/1000484033-nl,drinkglazen
http://vocab.getty.edu/aat/300043229,http://vocab.getty.edu/aat/term/1000484031-nl,drinkhoorns
http://vocab.getty.edu/aat/300262567,http://vocab.getty.edu/aat/term/1000510859-nl,hompen
http://vocab.getty.edu/aat/300198840,http://vocab.getty.edu/aat/term/1000198840-nl,kantharoi
http://vocab.getty.edu/aat/300237608,http://vocab.getty.edu/aat/term/1000237608-nl,kovshi
http://vocab.getty.edu/aat/300196691,http://vocab.getty.edu/aat/term/1000196691-nl,mazers
http://vocab.getty.edu/aat/300206720,http://vocab.getty.edu/aat/term/1000500931-nl,kroezen
http://vocab.getty.edu/aat/300198820,http://vocab.getty.edu/aat/term/1000498926-nl,tafelschepen
http://vocab.getty.edu/aat/300201984,http://vocab.getty.edu/aat/term/1000201984-nl,porrones
http://vocab.getty.edu/aat/300196822,http://vocab.getty.edu/aat/term/1000196822-nl,quaiches
http://vocab.getty.edu/aat/300265001,http://vocab.getty.edu/aat/term/1000305626-nl,skyphoi
http://vocab.getty.edu/aat/300043210,http://vocab.getty.edu/aat/term/1000484007-nl,tuitkoppen
http://vocab.getty.edu/aat/300043255,http://vocab.getty.edu/aat/term/1000484067-nl,stenen bierkroezen
http://vocab.getty.edu/aat/300197140,http://vocab.getty.edu/aat/term/1000498402-nl,stijgbeugelkoppen
http://vocab.getty.edu/aat/300221575,http://vocab.getty.edu/aat/term/1000221575-nl,stoups (drinkgerei)
http://vocab.getty.edu/aat/300043256,http://vocab.getty.edu/aat/term/1000484069-nl,bierpullen
http://vocab.getty.edu/aat/300265599,http://vocab.getty.edu/aat/term/1000513851-nl,tappit-hen kannen
http://vocab.getty.edu/aat/300201215,http://vocab.getty.edu/aat/term/1000499754-nl,schertsdrinkgerei
http://vocab.getty.edu/aat/300197098,http://vocab.getty.edu/aat/term/1000197098-nl,tygs
http://vocab.getty.edu/aat/300375664,http://vocab.getty.edu/aat/term/1000519990-nl,alzatas (borden)
http://vocab.getty.edu/aat/300262485,http://vocab.getty.edu/aat/term/1000262485-nl,pots-à-oille
http://vocab.getty.edu/aat/300216963,http://vocab.getty.edu/aat/term/1000503746-nl,sausterrines
http://vocab.getty.edu/aat/300216964,http://vocab.getty.edu/aat/term/1000503748-nl,soepterrines
http://vocab.getty.edu/aat/300198495,http://vocab.getty.edu/aat/term/1000498808-nl,karaffen
http://vocab.getty.edu/aat/300220909,http://vocab.getty.edu/aat/term/1000504167-nl,cocktailshakers
http://vocab.getty.edu/aat/300205035,http://vocab.getty.edu/aat/term/1000500746-nl,decanteerflessen
http://vocab.getty.edu/aat/300045664,http://vocab.getty.edu/aat/term/1000484193-nl,decanteerkaraffen
http://vocab.getty.edu/aat/300196545,http://vocab.getty.edu/aat/term/1000498270-nl,schenkkannen
http://vocab.getty.edu/aat/300260048,http://vocab.getty.edu/aat/term/1000510447-nl,melkkannen
http://vocab.getty.edu/aat/300262733,http://vocab.getty.edu/aat/term/1000612148-nl,monkey-kruiken
http://vocab.getty.edu/aat/300215736,http://vocab.getty.edu/aat/term/1000503490-nl,samowaars
http://vocab.getty.edu/aat/300262517,http://vocab.getty.edu/aat/term/1000510811-nl,Toby kruiken
http://vocab.getty.edu/aat/300198821,http://vocab.getty.edu/aat/term/1000198821-nl,toddy lifters
http://vocab.getty.edu/aat/300237544,http://vocab.getty.edu/aat/term/1000507532-nl,wijnfonteinen
http://vocab.getty.edu/aat/300198429,http://vocab.getty.edu/aat/term/1000498789-nl,baardmankruiken
http://vocab.getty.edu/aat/300197269,http://vocab.getty.edu/aat/term/1000498441-nl,mandflessen
http://vocab.getty.edu/aat/300206819,http://vocab.getty.edu/aat/term/1000611542-nl,kelderflessen
http://vocab.getty.edu/aat/300206820,http://vocab.getty.edu/aat/term/1000611544-nl,bocksbeutels
http://vocab.getty.edu/aat/300198828,http://vocab.getty.edu/aat/term/1000498941-nl,demi-johns
http://vocab.getty.edu/aat/300045671,http://vocab.getty.edu/aat/term/1000314836-nl,flacons
http://vocab.getty.edu/aat/300201987,http://vocab.getty.edu/aat/term/1000201987-nl,gemel bottles
